volym_id,titel,stand,ar_fran,ar_till,xml_url,pdf_url,metadata_url,period,fel
bih_1823_4-1__03,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls-utdrag vid urtima riksdagen i Stockholm 1823. [Del 6]. Fjerde samlingen. Stats-utskottets betänkanden. 1:sta bandet.",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_4-1_/bih_1823_4-1__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_4-1_/bih_1823_4-1__01.pdf,https://weburn.kb.se/riks/metadata/86/21798186.html,1823,
bih_1823_4-2__03,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls-utdrag vid urtima riksdagen i Stockholm 1823. [Del 7]. Fjerde samlingen. Stats-utskottets betänkanden. 2:dra bandet",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_4-2_/bih_1823_4-2__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_4-2_/bih_1823_4-2__01.pdf,https://weburn.kb.se/riks/metadata/87/21798187.html,1823,
bih_1823_4-3-add_,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls-utdrag vid urtima riksdagen i Stockholm 1823. [Del 8]. Fjerde samlingen. Stats-utskottets betänkanden. 3:dje bandet.",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_4-3-add_/bih_1823_4-3-add_.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_4-3_/bih_1823_4-3__01.pdf,https://weburn.kb.se/riks/metadata/88/21798188.html,1823,
bih_1823_1-1-2_,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls: utdrag vid urtima riksdagen i Stockholm 1823. Stockholm, [Del 2]. Första samlingen. Konungens nådiga propositioner. 2:dra bandet",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_1-1-2_/bih_1823_1-1-2_.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_1-1-2_/bih_1823_1-1-2_.pdf,https://weburn.kb.se/riks/metadata/82/21798182.html,1823,
bih_1823_7-1__03,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls: utdrag vid urtima riksdagen i Stockholm 1823. [Del 16]. Sjunde samlingen. Lag-utskottets betänkanden. 1:sta bandet",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_7-1_/bih_1823_7-1__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_7-1_/bih_1823_7-1__01.pdf,https://weburn.kb.se/riks/metadata/02/21798202.html,1823,
bih_1823_7-2_3__03,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls: utdrag vid urtima riksdagen i Stockholm 1823. [Del 17]. Sjunde samlingen. Lag-utskottets betänkanden. 2:dra bandet",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_7-2_3_/bih_1823_7-2_3__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_7-2_3_/bih_1823_7-2_3__01.pdf,https://weburn.kb.se/riks/metadata/04/21798204.html,1823,
bih_1823_7-3_,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls: utdrag vid urtima riksdagen i Stockholm 1823. [Del 18]. Bihang till samtliga riks-ståndens protocoll. Sjunde samlingen, innehållande lag-utskottets betänkanden. Tredje bandet",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_7-3_/bih_1823_7-3_.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_7-3_/bih_1823_7-3_.pdf,https://weburn.kb.se/riks/metadata/05/21798205.html,1823,
bih_1823_8-1__03,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls: utdrag vid urtima riksdagen i Stockholm 1823. [Del 19]. Åttonde samlingen. Allmänna besvärs- och ekonomi-utskottets betänkande. 1:sta bandet",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_8-1_/bih_1823_8-1__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_8-1_/bih_1823_8-1__01.pdf,https://weburn.kb.se/riks/metadata/07/21798207.html,1823,
bih_1823_8-2__02,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls: utdrag vid urtima riksdagen i Stockholm 1823. [Del 20]. Åttonde samlingen. Allmänna besvärs- och ekonomi- utskottets betänkande. 2:dra bandet",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_8-2_/bih_1823_8-2__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_8-2_/bih_1823_8-2__01.pdf,https://weburn.kb.se/riks/metadata/10/21798210.html,1823,
bih_1823_9-1__03,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls: utdrag vid urtima riksdagen i Stockholm 1823. [Del 21]. Nionde samlingen. Riks-ståndens protocolls-utdrag, innefattande beslut. 1:sta bandet",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_9-1_/bih_1823_9-1__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_9-1_/bih_1823_9-1__01.pdf,https://weburn.kb.se/riks/metadata/13/21798213.html,1823,
bih_1823_9-2__02,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls: utdrag vid urtima riksdagen i Stockholm 1823. [Del 22]. Nionde samlingen. Riks-ståndens protocolls-utdrag, innefattande beslut. 2:dra bandet",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_9-2_/bih_1823_9-2__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_9-2_/bih_1823_9-2__01.pdf,https://weburn.kb.se/riks/metadata/15/21798215.html,1823,
bih_1823_9-3__03,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls: utdrag vid urtima riksdagen i Stockholm 1823. [Del 23]. Bihang till samtliga riks-ståndens protocoll vid lagtima riksdagen i Stockholm 1823. Nionde samlingen innehållande riks-ståndens protocolls utdrag, som innefatta beslut. Tredje bandet",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_9-3_/bih_1823_9-3__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_9-3_/bih_1823_9-3__01.pdf,https://weburn.kb.se/riks/metadata/17/21798217.html,1823,
bih_1823_10-1__03,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls: utdrag vid urtima riksdagen i Stockholm 1823. [Del 24]. Tionde samlingen. Riks-ståndens underdåniga skrifvelser m.m.",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_10-1_/bih_1823_10-1__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_10-1_/bih_1823_10-1__01.pdf,https://weburn.kb.se/riks/metadata/67/21798167.html,1823,
bih_1823_10-2-1_,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls: utdrag vid urtima riksdagen i Stockholm 1823. [Del 25]. Bihang till samtlige riks-ståndens protocoll, vid lagtima riksdagen i Stockholm år 1823. Tionde samlingen, innehållande riksens ständers expeditions-utskotts memorial med riks-ståndens deröfver fattade beslut, och riksens ständers underdåniga: skrifvelser till kongl. maj:t, jemte riksdags-beslutet. Andra bandet.",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_10-2-1_/bih_1823_10-2-1_.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_10-2-1_/bih_1823_10-2-1_.pdf,https://weburn.kb.se/riks/metadata/73/21798173.html,1823,
bih_1823_10-2_3__02,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls: utdrag vid urtima riksdagen i Stockholm 1823. [Del 26]. Bihang till samtlige riks-ståndens protocoll, vid lagtima riksdagen i Stockholm år 1823. Tionde samlingen, innehållande riksens ständers expeditions-utskotts memorial, med riks-ståndens deröfver fattade beslut, och riksens ständers: underdåniga skrifvelser till kongl. maj:t, jemte riksdags-beslutet. Andra bandets andra afdelning",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_10-2_3_/bih_1823_10-2_3__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_10-2_3_/bih_1823_10-2_3__01.pdf,https://weburn.kb.se/riks/metadata/69/21798169.html,1823,
bih_1823_tab_,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls: utdrag vid urtima riksdagen i Stockholm 1823. [Del 27]. Elfte samlingen. Särskildta utskottets betänkanden",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_tab_/bih_1823_tab_.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_11_/bih_1823_11_.pdf,https://weburn.kb.se/riks/metadata/76/21798176.html,1823,
bih_1823_3_reg__02,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls: utdrag vid urtima riksdagen i Stockholm 1823. [Del 5]. Tredje samlingen. Constitutions-utskottets betänkanden",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_3_reg_/bih_1823_3_reg__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_3_/bih_1823_3__01.pdf,https://weburn.kb.se/riks/metadata/85/21798185.html,1823,
bih_1823_4-4__03,"Bihang till samtlige riks-ståndens protocoll, innehållande de handlingar, hvilka till riks-stånden blifvit aflemnade, såsom konungens nådiga propositioner, riksens ständers utskotts betänkanden och förklaringar, samt riks-ståndens protocolls: utdrag vid urtima riksdagen i Stockholm 1823. [Del 9]. Fjerde samlingen. Stats-utskottets betänkanden. 4:de bandet.",bihang,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1823_4-4_/bih_1823_4-4__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1823_4-4_/bih_1823_4-4__01.pdf,https://weburn.kb.se/riks/metadata/90/21798190.html,1823,
roa_1823_10-2__03,"Bilagor till högloflige ridderskapets och adelns protocoll, vid lagtima riksdagen i Stockholm, år 1823. [Del 10], Tionde bandet.",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_10-2_/roa_1823_10-2__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_10-2_/roa_1823_10-2__01.pdf,https://weburn.kb.se/riks/metadata/48/21799348.html,1823,
roa_1823_11-2__02,"Bilagor till högloflige ridderskapets och adelns protocoll, vid lagtima riksdagen i Stockholm, år 1823. [Del 11], Elfte bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_11-2_/roa_1823_11-2__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_11-1_/roa_1823_11-1__03.pdf,https://weburn.kb.se/riks/metadata/50/21799350.html,1823,
roa_1823_1__03,"Bilagor till högloflige ridderskapets och adelns protocoll, vid lagtima riksdagen i Stockholm, år 1823. [Del 1]. Första bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_1_/roa_1823_1__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_1_/roa_1823_1__01.pdf,https://weburn.kb.se/riks/metadata/45/21799345.html,1823,
roa_1823_2__03,"Bilagor till högloflige ridderskapets och adelns protocoll, vid lagtima riksdagen i Stockholm, år 1823. [Del 2]. Andra bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_2_/roa_1823_2__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_2_/roa_1823_2__01.pdf,https://weburn.kb.se/riks/metadata/53/21799353.html,1823,
roa_1823_3__03,"Bilagor till högloflige ridderskapets och adelns protocoll, vid lagtima riksdagen i Stockholm, år 1823. [Del 3]. Tredje bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_3_/roa_1823_3__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_3_/roa_1823_3__01.pdf,https://weburn.kb.se/riks/metadata/55/21799355.html,1823,
roa_1823_4__03,"Bilagor till högloflige ridderskapets och adelns protocoll, vid lagtima riksdagen i Stockholm, år 1823. [Del 4]. Fjerde bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_4_/roa_1823_4__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_4_/roa_1823_4__01.pdf,https://weburn.kb.se/riks/metadata/57/21799357.html,1823,
roa_1823_5__03,"Bilagor till högloflige ridderskapets och adelns protocoll, vid lagtima riksdagen i Stockholm, år 1823. [Del 5]. Femte bandet.",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_5_/roa_1823_5__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_5_/roa_1823_5__01.pdf,https://weburn.kb.se/riks/metadata/59/21799359.html,1823,
roa_1823_6__05,"Bilagor till högloflige ridderskapets och adelns protocoll, vid lagtima riksdagen i Stockholm, år 1823. [Del 6]. Sjette bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_6_/roa_1823_6__05.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_6_/roa_1823_6__03.pdf,https://weburn.kb.se/riks/metadata/61/21799361.html,1823,
roa_1823_7__05,"Bilagor till högloflige ridderskapets och adelns protocoll, vid lagtima riksdagen i Stockholm, år 1823. [Del 7]. Sjunde bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_7_/roa_1823_7__05.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_7_/roa_1823_7__03.pdf,https://weburn.kb.se/riks/metadata/64/21799364.html,1823,
roa_1823_8_2__02,"Bilagor till högloflige ridderskapets och adelns protocoll, vid lagtima riksdagen i Stockholm, år 1823. [Del 8]. Åttonde bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_8_2_/roa_1823_8_2__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_8_1_/roa_1823_8_1__03.pdf,https://weburn.kb.se/riks/metadata/66/21799366.html,1823,
roa_1823_9__04,"Bilagor till högloflige ridderskapets och adelns protocoll, vid lagtima riksdagen i Stockholm, år 1823. [Del 9]. Nionde bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_9_/roa_1823_9__04.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_9_/roa_1823_9__02.pdf,https://weburn.kb.se/riks/metadata/70/21799370.html,1823,
bg_1823_bil__03,"Bilagor till vällofliga borgare-ståndets protokoll vid lagtima riksdagen i Stockholm, år 1823",borgare,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bg_1823_bil_/bg_1823_bil__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bg_1823_bil_/bg_1823_bil__01.pdf,https://weburn.kb.se/riks/metadata/81/21797881.html,1823,
bn_1823_1__03,Hederwärda bonde-ståndets protokoller wid lagtima riksdagen i Stockholm år 1823. [Del 1]. [Första bandet],bonder,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bn_1823_1_/bn_1823_1__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bn_1823_1_/bn_1823_1__01.pdf,https://weburn.kb.se/riks/metadata/79/21798779.html,1823,
bn_1823_2__04,Hederwärda bonde-ståndets protokoller wid lagtima riksdagen i Stockholm år 1823. [Del 2]. Andra bandet,bonder,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bn_1823_2_/bn_1823_2__04.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bn_1823_2_/bn_1823_2__01.pdf,https://weburn.kb.se/riks/metadata/80/21798780.html,1823,
bn_1823_3__03,Hederwärda bonde-ståndets protokoller wid lagtima riksdagen i Stockholm år 1823. [Del 3]. Tredje bandet,bonder,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bn_1823_3_/bn_1823_3__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bn_1823_3_/bn_1823_3__01.pdf,https://weburn.kb.se/riks/metadata/81/21798781.html,1823,
bn_1823_4__03,Hederwärda bonde-ståndets protokoller wid lagtima riksdagen i Stockholm år 1823. [Del 4]. Fjerde bandet,bonder,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bn_1823_4_/bn_1823_4__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bn_1823_4_/bn_1823_4__01.pdf,https://weburn.kb.se/riks/metadata/82/21798782.html,1823,
bn_1823_5__03,Hederwärda bonde-ståndets protokoller wid lagtima riksdagen i Stockholm år 1823. [Del 5]. Femte bandet,bonder,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bn_1823_5_/bn_1823_5__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bn_1823_5_/bn_1823_5__01.pdf,https://weburn.kb.se/riks/metadata/83/21798783.html,1823,
bn_1823_6_,Hederwärda bonde-ståndets protokoller wid lagtima riksdagen i Stockholm år 1823. [Del 6]. Sjette bandet,bonder,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/bn_1823_6_/bn_1823_6_.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bn_1823_6_/bn_1823_6_.pdf,https://weburn.kb.se/riks/metadata/84/21798784.html,1823,
roa_1823_8_2__02,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid lagtima riksdagen i Stockholm, år 1823. [Del 10]. Åttonde bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_8_2_/roa_1823_8_2__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_8_2_/roa_1823_8_2__01.pdf,https://weburn.kb.se/riks/metadata/67/21799367.html,1823,
roa_1823_9__02,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid lagtima riksdagen i Stockholm, år 1823. [Del 11]. Nionde bandet. Första afdelningen",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_9_/roa_1823_9__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_9_/roa_1823_9__01.pdf,https://weburn.kb.se/riks/metadata/68/21799368.html,1823,
roa_1823_9__03,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid lagtima riksdagen i Stockholm, år 1823. [Del 12]. Nionde bandet. Andra afdelningen",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_9_/roa_1823_9__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_9_/roa_1823_9__02.pdf,https://weburn.kb.se/riks/metadata/69/21799369.html,1823,
roa_1823_10-1__03,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid lagtima riksdagen i Stockholm, år 1823. [Del 13]. Tionde bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_10-1_/roa_1823_10-1__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_10-1_/roa_1823_10-1__01.pdf,https://weburn.kb.se/riks/metadata/46/21799346.html,1823,
roa_1823_10-2__03,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid lagtima riksdagen i Stockholm, år 1823. [Del 14]. Tionde bandet. Andra afdelningen",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_10-2_/roa_1823_10-2__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_10-2_/roa_1823_10-2__01.pdf,https://weburn.kb.se/riks/metadata/47/21799347.html,1823,
roa_1823_11-1__03,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid lagtima riksdagen i Stockholm, år 1823. [Del 15]. Elfte bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_11-1_/roa_1823_11-1__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_11-1_/roa_1823_11-1__01.pdf,https://weburn.kb.se/riks/metadata/49/21799349.html,1823,
roa_1823_11-2__02,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid lagtima riksdagen i Stockholm, år 1823. [Del 16]. Elfte bandet. Andra afdelningen",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_11-2_/roa_1823_11-2__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_11-2_/roa_1823_11-2__01.pdf,https://weburn.kb.se/riks/metadata/51/21799351.html,1823,
roa_1823_1__03,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid lagtima riksdagen i Stockholm, år 1823. [Del 1]. Första bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_1_/roa_1823_1__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_1_/roa_1823_1__01.pdf,https://weburn.kb.se/riks/metadata/44/21799344.html,1823,
roa_1823_2__03,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid lagtima riksdagen i Stockholm, år 1823. [Del 2]. Andra bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_2_/roa_1823_2__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_2_/roa_1823_2__01.pdf,https://weburn.kb.se/riks/metadata/52/21799352.html,1823,
roa_1823_3__03,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid lagtima riksdagen i Stockholm, år 1823. [Del 3]. Tredje bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_3_/roa_1823_3__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_3_/roa_1823_3__01.pdf,https://weburn.kb.se/riks/metadata/54/21799354.html,1823,
roa_1823_4__03,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid lagtima riksdagen i Stockholm, år 1823. [Del 4]. Fjerde bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_4_/roa_1823_4__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_4_/roa_1823_4__01.pdf,https://weburn.kb.se/riks/metadata/56/21799356.html,1823,
roa_1823_5__03,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid lagtima riksdagen i Stockholm, år 1823. [Del 5]. Femte bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_5_/roa_1823_5__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_5_/roa_1823_5__01.pdf,https://weburn.kb.se/riks/metadata/58/21799358.html,1823,
roa_1823_6__05,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid lagtima riksdagen i Stockholm, år 1823. [Del 6]. Sjette bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_6_/roa_1823_6__05.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_6_/roa_1823_6__01.pdf,https://weburn.kb.se/riks/metadata/60/21799360.html,1823,
roa_1823_7__04,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid lagtima riksdagen i Stockholm, år 1823. [Del 7]. Sjunde bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_7_/roa_1823_7__04.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_7_/roa_1823_7__01.pdf,https://weburn.kb.se/riks/metadata/62/21799362.html,1823,
roa_1823_7__04,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid lagtima riksdagen i Stockholm, år 1823. [Del 8]. Sjunde bandet. Andra afdelningen",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_7_/roa_1823_7__04.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_7_/roa_1823_7__02.pdf,https://weburn.kb.se/riks/metadata/63/21799363.html,1823,
roa_1823_8_1__03,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid lagtima riksdagen i Stockholm, år 1823. [Del 9]. Åttonde bandet",adel,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1823_8_1_/roa_1823_8_1__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1823_8_1_/roa_1823_8_1__01.pdf,https://weburn.kb.se/riks/metadata/65/21799365.html,1823,
pr_1823_1__03,"Protocoll, hållna hos högvördiga preste-ståndet, vid lagtima riksdagen i Stockholm, år 1823. [Del 1]. [Första bandet]",praster,1823,1823,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1823_1_/pr_1823_1__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1823_1_/pr_1823_1__01.pdf,https://weburn.kb.se/riks/metadata/89/21798989.html,1823,
