volym_id,titel,stand,ar_fran,ar_till,xml_url,pdf_url,metadata_url,period,fel
bih_1834-35_7-1-1_2__02,"Bihang till samtlige riks-ståndens protocoll vid urtima riksdagen i Stockholm år 1834. Sjunde samlingen. 1sta afdelningen: lag-utskottets memorial, utlåtanden och betänkanden. Andra bandet",bihang,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1834-35_7-1-1_2_/bih_1834-35_7-1-1_2__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1834-35_7-1-1_2_/bih_1834-35_7-1-1_2__01.pdf,https://weburn.kb.se/riks/metadata/07/21798307.html,1834,
bih_1834-35_7-1-1_,"Bihang till samtlige riks-ståndens protocoll vid urtima riksdagen i Stockholm år 1834. Sjunde samlingen. 1sta afdelningen: lag-utskottets memorial, utlåtanden och betänkanden. [Första bandet]",bihang,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1834-35_7-1-1_/bih_1834-35_7-1-1_.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1834-35_7-1-1_/bih_1834-35_7-1-1_.pdf,https://weburn.kb.se/riks/metadata/06/21798306.html,1834,
bih_1834-35_7-2_,"Bihang till samtlige riks-ståndens protocoll vid urtima riksdagen i Stockholm år 1834. Sjunde samlingen. 2dra afdelningen: lag- samt allm. besv. och oeconomie-utskottets gemensamma memorial, utlåtanden och betänkanden",bihang,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1834-35_7-2_/bih_1834-35_7-2_.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1834-35_7-2_/bih_1834-35_7-2_.pdf,https://weburn.kb.se/riks/metadata/08/21798308.html,1834,
bih_1834-35_10-1-1__02,Bihang till samtlige riks-ståndens protocoll vid urtima riksdagen i Stockholm år 1834. Tionde samlingen. 1sta afdelningen: Expeditions-utskottets förslag till R:s St:s underdåniga skrifvelser till Kongl. Maj:t m. m. jemte riksdags-beslutet. [1sta bandet],bihang,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1834-35_10-1-1_/bih_1834-35_10-1-1__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1834-35_10-1-1_/bih_1834-35_10-1-1__01.pdf,https://weburn.kb.se/riks/metadata/79/21798279.html,1834,
bih_1834-35_3__02,"Bihang till samtlige riks-ståndens protocoll vid urtima riksdagen i Stockholm år 1834. Tredje samlingen. Constitutions-utskottets memorial, utlåtanden och betänkanden",bihang,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1834-35_3_/bih_1834-35_3__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1834-35_3_/bih_1834-35_3__01.pdf,https://weburn.kb.se/riks/metadata/90/21798290.html,1834,
bih_1834-35_8__02,"Bihang till samtlige riks-ståndens protocoll vid urtima riksdagen i Stockholm år 1834. Åttonde samlingen. Allmänna besvärs och oeconomie-utskottets memorial, utlåtanden och betänkanden",bihang,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1834-35_8_/bih_1834-35_8__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1834-35_8_/bih_1834-35_8__01.pdf,https://weburn.kb.se/riks/metadata/09/21798309.html,1834,
bih_1834-35_4-1-4__02,"Bihang till samtlige riks-ståndens protocoll vid urtima riksdagen i Stockholm åren 1834 och 1835. Fjerde samlingen. 1sta afdelningen: stats-utskottets memorial, utlåtanden och betänkanden. 4de bandet",bihang,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1834-35_4-1-4_/bih_1834-35_4-1-4__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1834-35_4-1-4_/bih_1834-35_4-1-4__01.pdf,https://weburn.kb.se/riks/metadata/96/21798296.html,1834,
bih_1834-35_9-2__02,"Bihang till samtlige riks-ståndens protocoll vid urtima riksdagen i Stockholm, åren 1834 och 1835. Nionde samlingen. Riks-ståndens protocolls-utdrag, som innefatta beslut och remisser. 2dra bandet",bihang,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1834-35_9-2_/bih_1834-35_9-2__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1834-35_9-2_/bih_1834-35_9-2__01.pdf,https://weburn.kb.se/riks/metadata/12/21798312.html,1834,
bih_1834-35_10-1-2__03,"Bihang till samtlige riks-ståndens protocoll vid urtima riksdagen i Stockholm, åren 1834 och 1835. Tionde samlingen. 1sta afdelningen: Expeditions-utskottets förslag till R:s St:s underdåniga skrifvelser till Kongl. Maj:t m. m. jemte riksdags-beslutet. 2dra bandet",bihang,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bih_1834-35_10-1-2_/bih_1834-35_10-1-2__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bih_1834-35__/bih_1834-35__.pdf,https://weburn.kb.se/riks/metadata/76/21798276.html,1834,
bg_1834-35_bil__03,"Bilagor til välloflige borgare-ståndets protocoll vid urtima riksdagen i Stockholm, år 1834",borgare,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bg_1834-35_bil_/bg_1834-35_bil__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bg_1834-35_bil_/bg_1834-35_bil__01.pdf,https://weburn.kb.se/riks/metadata/19/21797919.html,1834,
bn_1834-35_2__03,Hederwärda bonde-ståndets protocoller wid urtima riksdagen i Stockholm år 1834. Andra bandet,bonder,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bn_1834-35_2_/bn_1834-35_2__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bn_1834-35_2_/bn_1834-35_2__01.pdf,https://weburn.kb.se/riks/metadata/00/21798800.html,1834,
bn_1834-35_5__03,Hederwärda bonde-ståndets protocoller wid urtima riksdagen i Stockholm år 1834. Femte bandet,bonder,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bn_1834-35_5_/bn_1834-35_5__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bn_1834-35_5_/bn_1834-35_5__01.pdf,https://weburn.kb.se/riks/metadata/03/21798803.html,1834,
bn_1834-35_4__03,Hederwärda bonde-ståndets protocoller wid urtima riksdagen i Stockholm år 1834. Fjerde bandet,bonder,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bn_1834-35_4_/bn_1834-35_4__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bn_1834-35_4_/bn_1834-35_4__01.pdf,https://weburn.kb.se/riks/metadata/02/21798802.html,1834,
bn_1834-35_1__03,Hederwärda bonde-ståndets protocoller wid urtima riksdagen i Stockholm år 1834. Första bandet,bonder,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bn_1834-35_1_/bn_1834-35_1__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bn_1834-35_1_/bn_1834-35_1__01.pdf,https://weburn.kb.se/riks/metadata/97/21798797.html,1834,
bn_1834-35_6__02,Hederwärda bonde-ståndets protocoller wid urtima riksdagen i Stockholm år 1834. Sjette bandet,bonder,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bn_1834-35_6_/bn_1834-35_6__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bn_1834-35_6_/bn_1834-35_6__01.pdf,https://weburn.kb.se/riks/metadata/04/21798804.html,1834,
bn_1834-35_7__02,Hederwärda bonde-ståndets protocoller wid urtima riksdagen i Stockholm år 1834. Sjunde bandet,bonder,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bn_1834-35_7_/bn_1834-35_7__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bn_1834-35_7_/bn_1834-35_7__01.pdf,https://weburn.kb.se/riks/metadata/06/21798806.html,1834,
bn_1834-35_3__03,Hederwärda bonde-ståndets protocoller wid urtima riksdagen i Stockholm år 1834. Tredje bandet,bonder,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bn_1834-35_3_/bn_1834-35_3__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bn_1834-35_3_/bn_1834-35_3__01.pdf,https://weburn.kb.se/riks/metadata/01/21798801.html,1834,
bn_1834-35_8__03,Hederwärda bonde-ståndets protocoller wid urtima riksdagen i Stockholm år 1834. Åttonde bandet,bonder,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bn_1834-35_8_/bn_1834-35_8__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bn_1834-35_8_/bn_1834-35_8__01.pdf,https://weburn.kb.se/riks/metadata/07/21798807.html,1834,
bn_1834-35_11__02,Hederwärda bonde-ståndets protocoller wid urtima riksdagen i Stockholm åren 1834 och 1835. Elfte bandet,bonder,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bn_1834-35_11_/bn_1834-35_11__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bn_1834-35_11_/bn_1834-35_11__01.pdf,https://weburn.kb.se/riks/metadata/99/21798799.html,1834,
bn_1834-35_9__03,Hederwärda bonde-ståndets protocoller wid urtima riksdagen i Stockholm åren 1834 och 1835. Nionde bandet,bonder,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bn_1834-35_9_/bn_1834-35_9__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bn_1834-35_9_/bn_1834-35_9__01.pdf,https://weburn.kb.se/riks/metadata/08/21798808.html,1834,
bn_1834-35_10__03,Hederwärda bonde-ståndets protocoller wid urtima riksdagen i Stockholm åren 1834 och 1835. Tionde bandet,bonder,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bn_1834-35_10_/bn_1834-35_10__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bn_1834-35_10_/bn_1834-35_10__01.pdf,https://weburn.kb.se/riks/metadata/98/21798798.html,1834,
pr_1834-35_2__02,Högvördiga preste-ståndets protokoll vid urtima riksdagen i Stockholm år 1834. Andra bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_2_/pr_1834-35_2__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_2_/pr_1834-35_2__01.pdf,https://weburn.kb.se/riks/metadata/50/21799050.html,1834,
pr_1834-35_11__02,Högvördiga preste-ståndets protokoll vid urtima riksdagen i Stockholm år 1834. Elfte bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_11_/pr_1834-35_11__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_11_/pr_1834-35_11__01.pdf,https://weburn.kb.se/riks/metadata/40/21799040.html,1834,
pr_1834-35_5__02,Högvördiga preste-ståndets protokoll vid urtima riksdagen i Stockholm år 1834. Femte bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_5_/pr_1834-35_5__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_5_/pr_1834-35_5__01.pdf,https://weburn.kb.se/riks/metadata/54/21799054.html,1834,
pr_1834-35_4__02,Högvördiga preste-ståndets protokoll vid urtima riksdagen i Stockholm år 1834. Fjerde bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_4_/pr_1834-35_4__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_4_/pr_1834-35_4__01.pdf,https://weburn.kb.se/riks/metadata/52/21799052.html,1834,
pr_1834-35_1__02,Högvördiga preste-ståndets protokoll vid urtima riksdagen i Stockholm år 1834. Första bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_1_/pr_1834-35_1__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_1_/pr_1834-35_1__01.pdf,https://weburn.kb.se/riks/metadata/38/21799038.html,1834,
pr_1834-35_6__02,Högvördiga preste-ståndets protokoll vid urtima riksdagen i Stockholm år 1834. Sjette bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_6_/pr_1834-35_6__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_6_/pr_1834-35_6__01.pdf,https://weburn.kb.se/riks/metadata/55/21799055.html,1834,
pr_1834-35_7__02,Högvördiga preste-ståndets protokoll vid urtima riksdagen i Stockholm år 1834. Sjunde bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_7_/pr_1834-35_7__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_7_/pr_1834-35_7__01.pdf,https://weburn.kb.se/riks/metadata/56/21799056.html,1834,
pr_1834-35_10__02,Högvördiga preste-ståndets protokoll vid urtima riksdagen i Stockholm år 1834. Tionde bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_10_/pr_1834-35_10__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_10_/pr_1834-35_10__01.pdf,https://weburn.kb.se/riks/metadata/39/21799039.html,1834,
pr_1834-35_12__02,Högvördiga preste-ståndets protokoll vid urtima riksdagen i Stockholm år 1834. Tolfte bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_12_/pr_1834-35_12__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_12_/pr_1834-35_12__01.pdf,https://weburn.kb.se/riks/metadata/41/21799041.html,1834,
pr_1834-35_3__02,Högvördiga preste-ståndets protokoll vid urtima riksdagen i Stockholm år 1834. Tredje bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_3_/pr_1834-35_3__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_3_/pr_1834-35_3__01.pdf,https://weburn.kb.se/riks/metadata/51/21799051.html,1834,
pr_1834-35_18__02,Högvördiga preste-ståndets protokoll vid urtima riksdagen i Stockholm år 1835. Adertonde bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_18_/pr_1834-35_18__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_18_/pr_1834-35_18__01.pdf,https://weburn.kb.se/riks/metadata/47/21799047.html,1834,
pr_1834-35_19_,Högvördiga preste-ståndets protokoll vid urtima riksdagen i Stockholm år 1835. Nittonde bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_19_/pr_1834-35_19_.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_19_/pr_1834-35_19_.pdf,https://weburn.kb.se/riks/metadata/48/21799048.html,1834,
pr_1834-35_16_,Högvördiga preste-ståndets protokoll vid urtima riksdagen i Stockholm år 1835. Sextonde bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_16_/pr_1834-35_16_.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_16_/pr_1834-35_16_.pdf,https://weburn.kb.se/riks/metadata/45/21799045.html,1834,
pr_1834-35_17__02,Högvördiga preste-ståndets protokoll vid urtima riksdagen i Stockholm år 1835. Sjuttonde bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_17_/pr_1834-35_17__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_17_/pr_1834-35_17__01.pdf,https://weburn.kb.se/riks/metadata/46/21799046.html,1834,
pr_1834-35_14__02,Högvördiga presteståndets protokoll vid urtima riksdagen i Stockholm år 1834. Fjortonde bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_14_/pr_1834-35_14__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_14_/pr_1834-35_14__01.pdf,https://weburn.kb.se/riks/metadata/43/21799043.html,1834,
pr_1834-35_9__02,Högvördiga presteståndets protokoll vid urtima riksdagen i Stockholm år 1834. Nionde bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_9_/pr_1834-35_9__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_9_/pr_1834-35_9__01.pdf,https://weburn.kb.se/riks/metadata/58/21799058.html,1834,
pr_1834-35_13__02,Högvördiga presteståndets protokoll vid urtima riksdagen i Stockholm år 1834. Trettonde bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_13_/pr_1834-35_13__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_13_/pr_1834-35_13__01.pdf,https://weburn.kb.se/riks/metadata/42/21799042.html,1834,
pr_1834-35_8__03,Högvördiga presteståndets protokoll vid urtima riksdagen i Stockholm år 1834. Åttonde bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_8_/pr_1834-35_8__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_8_/pr_1834-35_8__01.pdf,https://weburn.kb.se/riks/metadata/57/21799057.html,1834,
pr_1834-35_15__02,Högvördiga presteståndets protokoll vid urtima riksdagen i Stockholm år 1835. Femtonde bandet,praster,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/pr_1834-35_15_/pr_1834-35_15__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/pr_1834-35_15_/pr_1834-35_15__01.pdf,https://weburn.kb.se/riks/metadata/44/21799044.html,1834,
bg_1834-35_3__03,"Protocoll hållna hos välloflige borgare-ståndet, vid urtima riksdagen i Stockholm, år 1834. Andra bandet",borgare,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bg_1834-35_3_/bg_1834-35_3__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bg_1834-35_2_/bg_1834-35_2__01.pdf,https://weburn.kb.se/riks/metadata/05/21797905.html,1834,
bg_1834-35_5__03,"Protocoll hållna hos välloflige borgare-ståndet, vid urtima riksdagen i Stockholm, år 1834. Femte bandet",borgare,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bg_1834-35_5_/bg_1834-35_5__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bg_1834-35_5_/bg_1834-35_5__01.pdf,https://weburn.kb.se/riks/metadata/11/21797911.html,1834,
bg_1834-35_4__04,"Protocoll hållna hos välloflige borgare-ståndet, vid urtima riksdagen i Stockholm, år 1834. Fjerde bandet",borgare,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bg_1834-35_4_/bg_1834-35_4__04.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bg_1834-35_4_/bg_1834-35_4__01.pdf,https://weburn.kb.se/riks/metadata/08/21797908.html,1834,
bg_1834-35_1__03,"Protocoll hållna hos välloflige borgare-ståndet, vid urtima riksdagen i Stockholm, år 1834. Första bandet",borgare,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bg_1834-35_1_/bg_1834-35_1__03.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bg_1834-35_1_/bg_1834-35_1__01.pdf,https://weburn.kb.se/riks/metadata/03/21797903.html,1834,
bg_1834-35_6__04,"Protocoll hållna hos välloflige borgare-ståndet, vid urtima riksdagen i Stockholm, år 1834. Sjette bandet",borgare,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bg_1834-35_6_/bg_1834-35_6__04.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bg_1834-35_6_/bg_1834-35_6__01.pdf,https://weburn.kb.se/riks/metadata/12/21797912.html,1834,
bg_1834-35_7-1__02,"Protocoll hållna hos välloflige borgare-ståndet, vid urtima riksdagen i Stockholm, år 1834. Sjunde bandet [1:a delen]",borgare,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bg_1834-35_7-1_/bg_1834-35_7-1__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bg_1834-35_7-1_/bg_1834-35_7-1__01.pdf,https://weburn.kb.se/riks/metadata/13/21797913.html,1834,
bg_1834-35_7-2_,"Protocoll hållna hos välloflige borgare-ståndet, vid urtima riksdagen i Stockholm, år 1834. Sjunde bandet [2:a delen]",borgare,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bg_1834-35_7-2_/bg_1834-35_7-2_.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bg_1834-35_7-2_/bg_1834-35_7-2_.pdf,https://weburn.kb.se/riks/metadata/14/21797914.html,1834,
bg_1834-35_9-1__02,"Protocoll hållna hos välloflige borgare-ståndet, vid urtima riksdagen i Stockholm, åren 1834-1835. Nionde bandet [1:a delen]",borgare,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bg_1834-35_9-1_/bg_1834-35_9-1__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bg_1834-35_9-1_/bg_1834-35_9-1__01.pdf,https://weburn.kb.se/riks/metadata/17/21797917.html,1834,
bg_1834-35_9-2_,"Protocoll hållna hos välloflige borgare-ståndet, vid urtima riksdagen i Stockholm, åren 1834-1835. Nionde bandet [2:a delen]",borgare,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bg_1834-35_9-2_/bg_1834-35_9-2_.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bg_1834-35_9-2_/bg_1834-35_9-2_.pdf,https://weburn.kb.se/riks/metadata/18/21797918.html,1834,
bg_1834-35_10_,"Protocoll hållna hos välloflige borgare-ståndet, vid urtima riksdagen i Stockholm, åren 1834-1835. Tionde bandet",borgare,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bg_1834-35_10_/bg_1834-35_10_.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bg_1834-35_10_/bg_1834-35_10_.pdf,https://weburn.kb.se/riks/metadata/04/21797904.html,1834,
bg_1834-35_8_,"Protocoll hållna hos välloflige borgare-ståndet, vid urtima riksdagen i Stockholm, åren 1834-1835. Åttonde bandet",borgare,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/bg_1834-35_8_/bg_1834-35_8_.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/bg_1834-35_8_/bg_1834-35_8_.pdf,https://weburn.kb.se/riks/metadata/16/21797916.html,1834,
roa_1834-35_11__02,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid urtima riksdagen i Stockholm, år 1834. Elfte häftet",adel,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1834-35_11_/roa_1834-35_11__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1834-35_11_/roa_1834-35_11__01.pdf,https://weburn.kb.se/riks/metadata/40/21799440.html,1834,
roa_1834-35_5__02,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid urtima riksdagen i Stockholm, år 1834. Femte häftet",adel,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1834-35_5_/roa_1834-35_5__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1834-35_5_/roa_1834-35_5__01.pdf,https://weburn.kb.se/riks/metadata/54/21799454.html,1834,
roa_1834-35_15__02,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid urtima riksdagen i Stockholm, år 1834. Femtonde häftet",adel,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1834-35_15_/roa_1834-35_15__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1834-35_15_/roa_1834-35_15__01.pdf,https://weburn.kb.se/riks/metadata/44/21799444.html,1834,
roa_1834-35_4__02,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid urtima riksdagen i Stockholm, år 1834. Fjerde häftet",adel,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1834-35_4_/roa_1834-35_4__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1834-35_4_/roa_1834-35_4__01.pdf,https://weburn.kb.se/riks/metadata/53/21799453.html,1834,
roa_1834-35_14__02,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid urtima riksdagen i Stockholm, år 1834. Fjortonde häftet",adel,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1834-35_14_/roa_1834-35_14__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1834-35_14_/roa_1834-35_14__01.pdf,https://weburn.kb.se/riks/metadata/43/21799443.html,1834,
roa_1834-35_1_,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid urtima riksdagen i Stockholm, år 1834. Första häftet",adel,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1834-35_1_/roa_1834-35_1_.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1834-35_1_/roa_1834-35_1_.pdf,https://weburn.kb.se/riks/metadata/38/21799438.html,1834,
roa_1834-35_9__02,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid urtima riksdagen i Stockholm, år 1834. Nionde häftet",adel,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1834-35_9_/roa_1834-35_9__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1834-35_9_/roa_1834-35_9__01.pdf,https://weburn.kb.se/riks/metadata/58/21799458.html,1834,
roa_1834-35_16_,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid urtima riksdagen i Stockholm, år 1834. Sextonde häftet",adel,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1834-35_16_/roa_1834-35_16_.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1834-35_16_/roa_1834-35_16_.pdf,https://weburn.kb.se/riks/metadata/45/21799445.html,1834,
roa_1834-35_6__02,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid urtima riksdagen i Stockholm, år 1834. Sjette häftet",adel,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1834-35_6_/roa_1834-35_6__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1834-35_6_/roa_1834-35_6__01.pdf,https://weburn.kb.se/riks/metadata/55/21799455.html,1834,
roa_1834-35_7__02,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid urtima riksdagen i Stockholm, år 1834. Sjunde häftet",adel,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1834-35_7_/roa_1834-35_7__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1834-35_7_/roa_1834-35_7__01.pdf,https://weburn.kb.se/riks/metadata/56/21799456.html,1834,
roa_1834-35_17__02,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid urtima riksdagen i Stockholm, år 1834. Sjuttonde häftet",adel,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1834-35_17_/roa_1834-35_17__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1834-35_17_/roa_1834-35_17__01.pdf,https://weburn.kb.se/riks/metadata/46/21799446.html,1834,
roa_1834-35_10__02,"Protocoll, hållna hos högloflige ridderskapet och adeln, vid urtima riksdagen i Stockholm, år 1834. Tionde häftet",adel,1834,1834,https://weburn.kb.se/riks/ståndsriksdagen/xml/roa_1834-35_10_/roa_1834-35_10__02.xml,https://weburn.kb.se/riks/ståndsriksdagen/pdf/roa_1834-35_10_/roa_1834-35_10__01.pdf,https://weburn.kb.se/riks/metadata/39/21799439.html,1834,
